"Date,""Actual"",""Predicted"""
2024-01-01,3.84,3.99490928649902
2024-01-01,3.63,3.71034646034241
2024-01-01,3.63,4.0148754119873
2024-01-01,3.13,3.8724410533905
2024-01-01,3.13,3.71711540222168
2024-01-01,3.9,3.86646413803101
2024-01-01,3.94,3.59348344802856
2024-01-01,3.94,3.69163465499878
2024-01-01,3.61,3.46818685531616
2024-01-01,3.61,3.55850410461426
2024-01-01,3.9,3.53597950935364
2024-01-01,3.94,3.57753014564514
2024-01-01,3.94,3.47254204750061
2024-01-01,3.61,3.43443870544434
2024-01-01,3.61,3.49957966804504
2024-01-01,4.13,3.4574339389801
2024-01-01,4.13,3.53230547904968
2024-01-01,3.91,3.45534420013428
2024-01-01,3.91,3.34763026237488
2024-01-01,4.13,3.20116305351257
2024-01-01,4.13,3.20116305351257
2024-01-01,3.91,3.21514201164246
2024-01-01,3.91,3.52105116844177
2024-01-02,3.38,3.40754437446594
2024-01-02,3.51,3.46458148956299
2024-01-02,3.51,3.51375699043274
2024-01-02,3.53,3.47979497909546
2024-01-02,3.53,3.39353799819946
2024-01-02,3.62,3.47992610931396
2024-01-02,3.84,3.50085830688477
2024-01-02,3.84,3.5065131187439
2024-01-02,3.91,3.49066829681396
2024-01-02,3.91,3.49164748191833
2024-01-02,3.62,3.52686285972595
2024-01-02,3.84,3.41911244392395
2024-01-02,3.84,3.54337954521179
2024-01-02,3.91,3.54432463645935
2024-01-02,3.91,3.54432463645935
2024-01-02,3.7,3.48402190208435
2024-01-02,3.93,3.55244874954224
2024-01-02,3.93,3.49900770187378
2024-01-02,4.05,3.48228073120117
2024-01-02,4.05,3.46216106414795
2024-01-02,3.7,3.533038854599
2024-01-02,3.93,3.48815751075745
2024-01-02,3.93,3.50189065933228
2024-01-02,4.05,3.4893364906311
2024-01-02,4.05,3.4972288608551
2024-01-03,3.62,3.60085201263428
2024-01-03,2.3,3.62769460678101
2024-01-03,2.3,3.5242030620575
2024-01-03,2.81,3.55665922164917
2024-01-03,2.81,3.62196803092957
2024-01-03,3.82,3.55618143081665
2024-01-03,3.61,3.4560284614563
2024-01-03,3.61,3.5495936870575
2024-01-03,3.8,3.51464033126831
2024-01-03,3.8,3.47865128517151
2024-01-03,3.82,3.39901638031006
2024-01-03,3.61,3.39307880401611
2024-01-03,3.61,3.44512176513672
2024-01-03,3.8,3.49374032020569
2024-01-03,3.8,3.48497462272644
2024-01-03,3.62,3.07796144485474
2024-01-03,4.07,3.326176404953
2024-01-03,4.07,3.35250806808472
2024-01-03,4.09,3.45744347572327
2024-01-03,4.09,3.52466487884521
2024-01-03,3.62,2.73117160797119
2024-01-03,4.07,3.31463813781738
2024-01-03,4.07,3.35637426376343
2024-01-03,4.09,3.47346782684326
2024-01-03,4.09,3.62128043174744
2024-01-04,3.77,3.07386422157288
2024-01-04,3.27,2.92776679992676
2024-01-04,3.27,2.90933012962341
2024-01-04,3.59,2.6947193145752
2024-01-04,3.59,2.89143037796021
2024-01-04,3.85,3.08818054199219
2024-01-04,3.88,2.9991307258606
2024-01-04,3.88,3.03319096565247
2024-01-04,3.93,3.1251323223114
2024-01-04,3.93,3.1092894077301
2024-01-04,3.85,3.16430950164795
2024-01-04,3.88,3.03107690811157
2024-01-04,3.88,3.03576350212097
2024-01-04,3.93,3.10863351821899
2024-01-04,3.93,3.0866813659668
2024-01-04,3.36,3.24158883094788
2024-01-04,4.09,3.22007083892822
2024-01-04,4.09,3.23680925369263
2024-01-04,4.05,3.23984909057617
2024-01-04,4.05,3.09268474578857
2024-01-04,3.36,3.24105763435364
2024-01-04,4.09,3.28010129928589
2024-01-04,4.09,3.33843183517456
2024-01-04,4.05,3.40975427627563
2024-01-04,4.05,3.29266667366028
2024-01-05,3.52,2.83055710792542
2024-01-05,3.63,2.91160750389099
2024-01-05,3.63,3.04890108108521
2024-01-05,3.59,3.04595589637756
2024-01-05,3.59,3.03980708122253
2024-01-05,3.7,2.89195799827576
2024-01-05,3.96,3.26445531845093
2024-01-05,3.96,3.09106636047363
2024-01-05,4.04,3.07051372528076
2024-01-05,4.04,3.19521594047546
2024-01-05,3.7,3.08422541618347
2024-01-05,3.96,3.2313597202301
2024-01-05,3.96,3.42852473258972
2024-01-05,4.04,3.42513036727905
2024-01-05,4.04,3.45621013641357
2024-01-05,3.84,3.14282560348511
2024-01-05,4.16,3.21338725090027
2024-01-05,4.16,3.45866751670837
2024-01-05,4.2,3.57288551330566
2024-01-05,4.2,3.63238215446472
2024-01-05,3.84,3.04425597190857
2024-01-05,4.16,3.11133217811584
2024-01-05,4.16,3.49926567077637
2024-01-05,4.2,3.64981603622437
2024-01-05,4.2,3.65764570236206
2024-01-06,3.96,2.94474649429321
2024-01-06,3.93,2.88624477386475
2024-01-06,3.93,2.97239518165588
2024-01-06,3.93,2.86326193809509
2024-01-06,3.93,2.95562028884888
2024-01-06,3.85,2.98520398139954
2024-01-06,3.92,3.0530424118042
2024-01-06,3.92,3.19320917129517
2024-01-06,4.26,3.19320917129517
2024-01-06,4.26,3.15845346450806
2024-01-06,3.85,3.0296802520752
2024-01-06,3.92,3.08898401260376
2024-01-06,3.92,3.27798342704773
2024-01-06,4.26,3.3249843120575
2024-01-06,4.26,3.43413114547729
2024-01-06,3.85,3.27885866165161
2024-01-06,4.32,3.07009220123291
2024-01-06,4.32,3.27878832817078
2024-01-06,4.38,3.43413114547729
2024-01-06,4.38,3.53476595878601
2024-01-06,3.85,3.0572874546051
2024-01-06,4.32,3.19624900817871
2024-01-06,4.32,3.32038283348083
2024-01-06,4.38,3.54072403907776
2024-01-06,4.38,3.67551422119141
2024-01-07,3.11,2.97227954864502
2024-01-07,1.7,3.03612732887268
2024-01-07,1.7,3.04807114601135
2024-01-07,1.54,2.98638939857483
2024-01-07,1.54,2.91285586357117
2024-01-07,2.44,2.94790315628052
2024-01-07,2.39,3.18617343902588
2024-01-07,2.39,3.13845872879028
2024-01-07,2.61,3.07943296432495
2024-01-07,2.61,3.06260085105896
2024-01-07,2.44,2.96402525901794
2024-01-07,2.39,3.18313360214233
2024-01-07,2.39,3.18313360214233
2024-01-07,2.61,3.22512674331665
2024-01-07,2.61,3.17263245582581
2024-01-07,2.59,3.00083613395691
2024-01-07,3.15,3.22512674331665
2024-01-07,3.15,3.30956435203552
2024-01-07,3.05,3.32224917411804
2024-01-07,3.05,3.45894026756287
2024-01-07,2.59,3.14007425308228
2024-01-07,3.15,3.29296565055847
2024-01-07,3.15,3.48078727722168
2024-01-07,3.05,3.47285103797913
2024-01-07,3.05,3.56032800674438
2024-01-08,3.8,3.2781286239624
2024-01-08,3.23,3.37105345726013
2024-01-08,3.23,3.2707736492157
2024-01-08,2.69,3.18114829063416
2024-01-08,2.69,3.20936441421509
2024-01-08,3.87,3.46422815322876
2024-01-08,3.83,3.52395081520081
2024-01-08,3.83,3.53437280654907
2024-01-08,3.62,3.45763397216797
2024-01-08,3.62,3.46095204353333
2024-01-08,3.87,3.62300086021423
2024-01-08,3.83,3.7138614654541
2024-01-08,3.83,3.6893253326416
2024-01-08,3.62,3.62886786460876
2024-01-08,3.62,3.57270169258118
2024-01-08,3.94,3.72326183319092
2024-01-08,4.08,3.77075672149658
2024-01-08,4.08,3.74946618080139
2024-01-08,4.1,3.76855444908142
2024-01-08,4.1,3.77156209945679
2024-01-08,3.94,3.76743865013123
2024-01-08,4.08,3.78003764152527
2024-01-08,4.08,3.79450821876526
2024-01-08,4.1,3.87444519996643
2024-01-08,4.1,3.87444519996643
2024-01-09,3.32,3.26653289794922
2024-01-09,3.02,3.16690587997437
2024-01-09,3.02,3.13573026657104
2024-01-09,3.41,3.03500437736511
2024-01-09,3.41,3.10969710350037
2024-01-09,3.61,3.10952210426331
2024-01-09,3.63,3.17528033256531
2024-01-09,3.63,3.20669770240784
2024-01-09,3.69,3.18222212791443
2024-01-09,3.69,3.19694542884827
2024-01-09,3.61,3.2848014831543
2024-01-09,3.63,3.4588577747345
2024-01-09,3.63,3.60854387283325
2024-01-09,3.69,3.60854387283325
2024-01-09,3.69,3.54216027259827
2024-01-09,3.48,3.4588577747345
2024-01-09,3.73,3.63553953170776
2024-01-09,3.73,3.73502063751221
2024-01-09,3.78,3.73107099533081
2024-01-09,3.78,3.71309852600098
2024-01-09,3.48,3.64626598358154
2024-01-09,3.73,3.74322032928467
2024-01-09,3.73,3.79197025299072
2024-01-09,3.78,3.79844498634338
2024-01-09,3.78,3.81753325462341
2024-01-10,3.58,3.066978931427
2024-01-10,2.13,3.24737644195557
2024-01-10,2.13,3.12885856628418
2024-01-10,1.85,3.04040002822876
2024-01-10,1.85,2.9474937915802
2024-01-10,3.83,2.99632620811462
2024-01-10,3.21,3.14828515052795
2024-01-10,3.21,3.0482063293457
2024-01-10,2.61,3.26503038406372
2024-01-10,2.61,3.10287523269653
2024-01-10,3.83,3.23714900016785
2024-01-10,3.21,3.14861154556274
2024-01-10,3.21,3.13364624977112
2024-01-10,2.61,3.13871574401855
2024-01-10,2.61,3.11451077461243
2024-01-10,3.84,3.11407923698425
2024-01-10,3.95,3.1498818397522
2024-01-10,3.95,3.21877717971802
2024-01-10,3.87,3.22255253791809
2024-01-10,3.87,3.22399520874023
2024-01-10,3.84,3.38009715080261
2024-01-10,3.95,3.5377562046051
2024-01-10,3.95,3.68889784812927
2024-01-10,3.87,3.64678812026978
2024-01-10,3.87,3.60395193099976
2024-01-11,3.68,3.06113839149475
2024-01-11,3.12,2.94274115562439
2024-01-11,3.12,2.90281796455383
2024-01-11,3.75,3.20226192474365
2024-01-11,3.68,3.29716372489929
2024-01-11,3.68,3.25138163566589
2024-01-11,3.52,3.1901547908783
2024-01-11,3.52,3.19006681442261
2024-01-11,3.75,3.22619009017944
2024-01-11,3.68,3.38637375831604
2024-01-11,3.68,3.23491668701172
2024-01-11,3.52,3.20523881912231
2024-01-11,3.52,3.2830970287323
2024-01-11,3.73,3.3218629360199
2024-01-11,3.95,3.45470976829529
2024-01-11,3.95,3.45470976829529
2024-01-11,3.76,3.52013802528381
2024-01-11,3.76,3.52013802528381
2024-01-11,3.73,3.33443570137024
2024-01-11,3.95,3.58242559432983
2024-01-11,3.95,3.67654871940613
2024-01-11,3.76,3.67509126663208
2024-01-11,3.76,3.72301197052002
2024-01-12,3.8,3.17880487442017
2024-01-12,3.82,3.22972130775452
2024-01-12,3.82,3.25445175170898
2024-01-12,3.84,3.19228100776672
2024-01-12,4.07,3.34316158294678
2024-01-12,4.07,3.47999548912048
2024-01-12,4.14,3.27071118354797
2024-01-12,4.14,3.23239231109619
2024-01-12,3.84,3.27471780776978
2024-01-12,4.07,3.32398462295532
2024-01-12,4.07,3.30851769447327
2024-01-12,4.14,3.3358097076416
2024-01-12,4.14,3.30701661109924
2024-01-12,3.8,3.32685899734497
2024-01-12,4.24,3.47899031639099
2024-01-12,4.24,3.47899031639099
2024-01-12,4.25,3.46463465690613
2024-01-12,4.25,3.48093795776367
2024-01-12,3.8,3.29942202568054
2024-01-12,4.24,3.54655528068542
2024-01-12,4.24,3.64597511291504
2024-01-12,4.25,3.67911410331726
2024-01-12,4.25,3.6564359664917
2024-01-13,3.85,3.4287166595459
2024-01-13,4.02,3.52553296089172
2024-01-13,4.02,3.47250294685364
