"Date,""Actual"",""Predicted"""
2024-01-13,4.06,3.36337757110596
2024-01-13,4.06,3.24687266349792
2024-01-13,4.12,3.39915227890015
2024-01-13,4.27,3.54631066322327
2024-01-13,4.27,3.56304144859314
2024-01-13,4.3,3.49353551864624
2024-01-13,4.3,3.48537802696228
2024-01-13,4.12,3.34665107727051
2024-01-13,4.27,3.51742839813232
2024-01-13,4.27,3.66475820541382
2024-01-13,4.3,3.68012475967407
2024-01-13,4.3,3.66475820541382
2024-01-13,4.26,3.37710094451904
2024-01-13,4.47,3.60318827629089
2024-01-13,4.47,3.71401524543762
2024-01-13,4.54,3.87549257278442
2024-01-13,4.54,3.92997026443481
2024-01-13,4.26,3.41982507705688
2024-01-13,4.47,3.60014843940735
2024-01-13,4.47,3.72846865653992
2024-01-13,4.54,3.91915345191956
2024-01-13,4.54,4.00515699386597
2024-01-14,3.8,3.49841022491455
2024-01-14,3.7,3.6080150604248
2024-01-14,3.7,3.48787021636963
2024-01-14,3.49,3.59632086753845
2024-01-14,3.49,3.4362735748291
2024-01-14,3.92,3.49992704391479
2024-01-14,4.01,3.55917000770569
2024-01-14,4.01,3.6401150226593
2024-01-14,4.02,3.5723078250885
2024-01-14,4.02,3.5038013458252
2024-01-14,3.92,3.47185182571411
2024-01-14,4.01,3.71532344818115
2024-01-14,4.01,3.76692080497742
2024-01-14,4.02,3.75651454925537
2024-01-14,4.02,3.70637273788452
2024-01-14,4.13,3.5938549041748
2024-01-14,4.28,3.78571224212646
2024-01-14,4.28,3.94185495376587
2024-01-14,4.38,3.94185495376587
2024-01-14,4.38,3.94185495376587
2024-01-14,4.13,3.61364603042603
2024-01-14,4.28,3.78047466278076
2024-01-14,4.28,3.96826100349426
2024-01-14,4.38,4.00922107696533
2024-01-14,4.38,3.99142980575562
2024-01-15,4.09,3.61586213111877
2024-01-15,4.06,3.56339621543884
2024-01-15,4.06,3.58511924743652
2024-01-15,4.04,3.47488355636597
2024-01-15,4.04,3.54877138137817
2024-01-15,4.12,3.54520177841187
2024-01-15,4.22,3.74240493774414
2024-01-15,4.22,3.80895709991455
2024-01-15,4.23,3.75700354576111
2024-01-15,4.23,3.75262069702148
2024-01-15,4.12,3.63211107254028
2024-01-15,4.22,3.87154817581177
2024-01-15,4.22,3.92900776863098
2024-01-15,4.23,3.97787094116211
2024-01-15,4.23,3.92900776863098
2024-01-15,4.15,3.66628122329712
2024-01-15,4.31,3.94421291351318
2024-01-15,4.31,3.93117928504944
2024-01-15,4.4,3.93117928504944
2024-01-15,4.4,3.97574162483215
2024-01-15,4.15,3.66241407394409
2024-01-15,4.31,3.94421291351318
2024-01-15,4.31,3.92546796798706
2024-01-15,4.4,4.02477836608887
2024-01-15,4.4,4.02498912811279
2024-01-16,2.69,3.40784072875977
2024-01-16,2.69,3.452721118927
2024-01-16,3.89,3.35695624351501
2024-01-16,3.68,3.45397019386292
2024-01-16,3.68,3.46283316612244
2024-01-16,3.78,3.48249387741089
2024-01-16,3.78,3.54553318023682
2024-01-16,3.89,3.36777305603027
2024-01-16,3.68,3.63666772842407
2024-01-16,3.68,3.63362789154053
2024-01-16,3.78,3.69924521446228
2024-01-16,3.78,3.69308376312256
2024-01-16,3.94,3.4347870349884
2024-01-16,4.16,3.77883172035217
2024-01-16,4.16,3.82411813735962
2024-01-16,4.19,3.849524974823
2024-01-16,4.19,3.86050581932068
2024-01-16,3.94,3.49505138397217
2024-01-16,4.16,3.7857506275177
2024-01-16,4.16,3.85956692695618
2024-01-16,4.19,3.87462973594666
2024-01-16,4.19,3.92456007003784
2024-01-17,3.59,2.82780909538269
2024-01-17,3.23,2.68838715553284
2024-01-17,3.23,2.9904363155365
2024-01-17,3.12,3.01680946350098
2024-01-17,3.12,3.05989956855774
2024-01-17,3.61,2.26502370834351
2024-01-17,3.45,2.99974012374878
2024-01-17,3.45,3.13613653182983
2024-01-17,3.31,3.31415414810181
2024-01-17,3.31,3.3828558921814
2024-01-17,3.61,3.22272634506226
2024-01-17,3.45,3.22272634506226
2024-01-17,3.45,3.22272634506226
2024-01-17,3.31,3.22272634506226
2024-01-17,3.31,3.29896330833435
2024-01-17,3.68,3.62947583198547
2024-01-17,3.77,3.58679723739624
2024-01-17,3.77,3.61299848556519
2024-01-17,3.79,3.61299848556519
2024-01-17,3.79,3.60512351989746
2024-01-17,3.68,3.76763415336609
2024-01-17,3.77,3.72426152229309
2024-01-17,3.77,3.72426152229309
2024-01-17,3.79,3.7381477355957
2024-01-17,3.79,3.55376958847046
2024-01-18,3.55,1.82473468780518
2024-01-18,3.55,1.95157539844513
2024-01-18,3.55,2.75748205184937
2024-01-18,3.59,2.82688498497009
2024-01-18,3.59,2.82527637481689
2024-01-18,3.63,3.30283880233765
2024-01-18,3.81,3.4607310295105
2024-01-18,3.81,3.4607310295105
2024-01-18,3.89,3.35916614532471
2024-01-18,3.89,3.40625381469727
2024-01-18,3.63,3.83950614929199
2024-01-18,3.81,3.83950614929199
2024-01-18,3.81,3.68223071098328
2024-01-18,3.89,3.69949626922607
2024-01-18,3.89,3.66329598426819
2024-01-18,3.8,3.87270164489746
2024-01-18,4.01,3.87270164489746
2024-01-18,4.01,3.83944916725159
2024-01-18,4.06,3.82476544380188
2024-01-18,4.06,3.79469442367554
2024-01-18,3.8,3.89660739898682
2024-01-18,4.01,3.9322202205658
2024-01-18,4.01,3.9643726348877
2024-01-18,4.06,3.91593933105469
2024-01-18,4.06,3.9226450920105
2024-01-19,3.7,2.98215579986572
2024-01-19,3.62,3.0136992931366
2024-01-19,3.62,3.02003693580627
2024-01-19,3.61,2.95823097229004
2024-01-19,3.61,3.00080800056458
2024-01-19,3.59,3.85233616828918
2024-01-19,3.73,3.86057543754578
2024-01-19,3.73,3.86037087440491
2024-01-19,3.77,3.8524010181427
2024-01-19,3.77,3.85260558128357
2024-01-19,3.59,3.86606931686401
2024-01-19,3.73,3.87460899353027
2024-01-19,3.73,3.90655159950256
2024-01-19,3.77,3.8990159034729
2024-01-19,3.77,3.8990159034729
2024-01-19,3.66,3.9266664981842
2024-01-19,3.88,3.8990159034729
2024-01-19,3.88,3.90036559104919
2024-01-19,4.03,3.93969583511353
2024-01-19,4.03,3.96050548553467
2024-01-19,3.66,4.01515531539917
2024-01-19,3.88,3.95534300804138
2024-01-19,3.88,3.94436836242676
2024-01-19,4.03,3.94514012336731
2024-01-19,4.03,3.94514012336731
2024-01-20,3.6,2.9494252204895
2024-01-20,3.6,3.07297992706299
2024-01-20,3.63,3.16567754745483
2024-01-20,3.63,2.99454593658447
2024-01-20,3.29,3.51498889923096
2024-01-20,3.77,3.77877306938171
2024-01-20,3.77,3.80532097816467
2024-01-20,3.79,3.75328803062439
2024-01-20,3.79,3.74034142494202
2024-01-20,3.29,3.77945232391357
2024-01-20,3.77,3.81092643737793
2024-01-20,3.77,3.82365608215332
2024-01-20,3.79,3.78413820266724
2024-01-20,3.79,3.79777026176453
2024-01-20,3.34,3.78312540054321
2024-01-20,4.05,3.79436612129211
2024-01-20,4.05,3.81044602394104
2024-01-20,3.7,3.91393089294434
2024-01-20,3.7,3.89618420600891
2024-01-20,3.34,3.77945232391357
2024-01-20,4.05,3.75328803062439
2024-01-20,4.05,3.85342383384705
2024-01-20,3.7,3.90893626213074
2024-01-20,3.7,3.8028359413147
2024-01-21,3.55,3.06951308250427
2024-01-21,3.57,2.98696494102478
2024-01-21,3.57,2.69720411300659
2024-01-21,3.52,2.60415410995483
2024-01-21,3.52,3.06505489349365
2024-01-21,3.77,2.75297999382019
2024-01-21,4,2.97550201416016
2024-01-21,4,3.06218671798706
2024-01-21,4.04,3.23423862457275
2024-01-21,4.04,2.92319703102112
2024-01-21,3.77,2.85291457176208
2024-01-21,4,3.48748207092285
2024-01-21,4,3.58635449409485
2024-01-21,4.04,3.68350863456726
2024-01-21,4.04,3.63694882392883
2024-01-21,3.88,3.03516888618469
2024-01-21,4.1,3.62656617164612
2024-01-21,4.1,3.70610022544861
2024-01-21,4.23,3.77130150794983
2024-01-21,4.23,3.75630116462708
2024-01-21,3.88,3.56961226463318
2024-01-21,4.1,3.64916396141052
2024-01-21,4.1,3.74926662445068
2024-01-21,4.23,3.79041385650635
2024-01-21,4.23,3.81909704208374
2024-01-22,2.97,1.77897870540619
2024-01-22,2.13,1.94885790348053
2024-01-22,2.13,1.89603555202484
2024-01-22,2.3,2.0288417339325
2024-01-22,2.3,2.01292896270752
2024-01-22,3.74,1.97191095352173
2024-01-22,3.51,1.94922912120819
2024-01-22,3.51,2.37695837020874
2024-01-22,3.26,2.39358115196228
2024-01-22,3.26,2.54650449752808
2024-01-22,3.74,2.10783791542053
2024-01-22,3.51,2.51753616333008
2024-01-22,3.51,2.51753616333008
2024-01-22,3.26,2.52556562423706
2024-01-22,3.26,2.68632674217224
2024-01-22,3.97,3.07175946235657
2024-01-22,4.16,3.01329636573792
2024-01-22,4.16,2.94476842880249
2024-01-22,4.05,2.93236184120178
2024-01-22,4.05,2.91840362548828
2024-01-22,3.97,3.58033227920532
2024-01-22,4.16,3.41635060310364
2024-01-22,4.16,3.42076921463013
2024-01-22,4.05,3.25702571868896
2024-01-22,4.05,3.24747800827026
2024-01-23,3.55,2.74661803245544
2024-01-23,3.52,2.66582846641541
2024-01-23,3.52,2.61192727088928
2024-01-23,3.51,2.60105800628662
2024-01-23,3.51,2.71376538276672
2024-01-23,3.74,3.04687333106995
2024-01-23,3.82,3.1996910572052
2024-01-23,3.82,3.19749307632446
2024-01-23,3.77,3.1996910572052
2024-01-23,3.77,3.11274385452271
2024-01-23,3.74,3.49974060058594
2024-01-23,3.82,3.56676554679871
2024-01-23,3.82,3.56822109222412
2024-01-23,3.77,3.56623363494873
2024-01-23,3.77,3.56665539741516
2024-01-23,3.98,3.57298135757446
2024-01-23,4.16,3.57496881484985
2024-01-23,4.16,3.59381985664368
2024-01-23,4.02,3.62954616546631
2024-01-23,4.02,3.63705635070801
2024-01-23,3.98,3.59895825386047
2024-01-23,4.16,3.62954616546631
2024-01-23,4.16,3.63299226760864
2024-01-23,4.02,3.67920160293579
2024-01-23,4.02,3.67920160293579
2024-01-24,3.88,2.7815465927124
2024-01-24,3.82,2.80765581130981
2024-01-24,3.82,2.81137156486511
2024-01-24,3.78,2.90344405174255
2024-01-24,3.78,2.88898205757141
2024-01-24,3.83,3.42241382598877
2024-01-24,3.95,3.44807004928589
2024-01-24,3.95,3.42998671531677
2024-01-24,4.02,3.34643387794495
2024-01-24,4.02,3.37190866470337
2024-01-24,3.83,3.54350471496582
2024-01-24,3.95,3.54539728164673
2024-01-24,3.95,3.61316800117493
2024-01-24,4.02,3.59961223602295
2024-01-24,4.02,3.52628040313721
2024-01-24,3.99,3.60570526123047
2024-01-24,4.18,3.58617925643921
2024-01-24,4.18,3.65157437324524
2024-01-24,4.23,3.66561913490295
2024-01-24,4.23,3.64562201499939
2024-01-24,3.99,3.53196430206299
2024-01-24,4.18,3.65251350402832
2024-01-24,4.18,3.66747903823853
2024-01-24,4.23,3.84029197692871
2024-01-24,4.23,3.66560173034668
2024-01-25,3.89,3.21945071220398
2024-01-25,3.83,3.44933915138245
2024-01-25,3.83,3.34874868392944
2024-01-25,3.84,3.54804849624634
2024-01-25,3.96,3.75844264030457
2024-01-25,3.96,3.72169184684753
2024-01-25,4.01,3.73861694335938
2024-01-25,4.01,3.54916715621948
2024-01-25,3.84,3.68586373329163
2024-01-25,3.96,3.91308951377869
2024-01-25,3.96,3.92529249191284
2024-01-25,4.01,3.94967937469482
2024-01-25,4.01,3.9056453704834
2024-01-25,3.92,3.68427419662476
2024-01-25,4.06,3.94262838363647
2024-01-25,4.06,3.94458341598511
2024-01-25,4.17,3.97020745277405
2024-01-25,4.17,3.96066808700562
2024-01-25,3.92,3.68505883216858
2024-01-25,4.06,3.93726491928101
2024-01-25,4.06,3.94510197639465
2024-01-25,4.17,3.94081163406372
2024-01-25,4.17,3.93075323104858
2024-01-26,3.52,3.06169867515564
2024-01-26,3.45,3.26830649375916
2024-01-26,3.45,3.25841641426086
2024-01-26,3.59,3.26830649375916
2024-01-26,3.59,3.17039346694946
2024-01-26,3.55,3.27243208885193
2024-01-26,3.79,3.51334857940674
2024-01-26,3.79,3.63515424728394
2024-01-26,3.84,3.61673092842102
2024-01-26,3.84,3.55015444755554
2024-01-26,3.55,3.20455193519592
2024-01-26,3.79,3.56356835365295
2024-01-26,3.79,3.83806490898132
2024-01-26,3.84,3.83269476890564
2024-01-26,3.84,3.84250712394714
2024-01-26,3.45,3.2511088848114
2024-01-26,3.88,3.64531397819519
2024-01-26,3.88,3.86092519760132
2024-01-26,3.72,3.84302568435669
2024-01-26,3.72,3.56212973594666
2024-01-26,3.45,3.24791622161865
2024-01-26,3.88,3.63615822792053
2024-01-26,3.88,3.79098534584045
2024-01-26,3.72,3.84250712394714
2024-01-26,3.72,3.56876516342163
2024-01-27,3.2,2.93741703033447
2024-01-27,3.34,2.9478132724762
2024-01-27,3.34,2.97908878326416
2024-01-27,3.51,2.77990341186523
2024-01-27,3.51,2.92320728302002
2024-01-27,3.16,3.2685489654541
2024-01-27,3.52,3.24327349662781
2024-01-27,3.52,3.26051735877991
2024-01-27,3.74,3.26051735877991
2024-01-27,3.74,3.24712753295898
2024-01-27,3.16,3.23283290863037
2024-01-27,3.52,3.2202672958374
2024-01-27,3.52,3.34002923965454
2024-01-27,3.74,3.39629101753235
2024-01-27,3.74,3.40984678268433
2024-01-27,3.2,3.26051735877991
2024-01-27,3.66,3.12220907211304
2024-01-27,3.66,3.29456210136414
2024-01-27,3.83,3.35477447509766
2024-01-27,3.83,3.38044571876526
2024-01-27,3.2,3.26606678962708
2024-01-27,3.66,3.06656074523926
2024-01-27,3.66,3.08421659469604
2024-01-27,3.83,2.9604971408844
2024-01-27,3.83,3.15597748756409
2024-01-28,3.05,2.88837695121765
2024-01-28,2.88,2.99179244041443
2024-01-28,2.88,2.9300856590271
2024-01-28,2.99,2.88268494606018
2024-01-28,2.99,2.99969696998596
2024-01-28,3.32,2.97919917106628
2024-01-28,3.38,3.18900942802429
2024-01-28,3.38,3.33746719360352
2024-01-28,3.39,3.3991641998291
2024-01-28,3.39,3.38836097717285
2024-01-28,3.32,3.06126928329468
2024-01-28,3.38,3.35960054397583
2024-01-28,3.38,3.47849726676941
2024-01-28,3.39,3.62815046310425
2024-01-28,3.39,3.65705108642578
2024-01-28,3.52,3.1582145690918
2024-01-28,3.67,3.41880130767822
2024-01-28,3.67,3.45546579360962
2024-01-28,3.52,3.56487989425659
2024-01-28,3.52,3.70020532608032
2024-01-28,3.52,3.07040452957153
2024-01-28,3.67,3.42055940628052
2024-01-28,3.67,3.46864652633667
2024-01-28,3.52,3.51070785522461
2024-01-28,3.52,3.70370268821716
2024-01-29,3.44,2.93036198616028
2024-01-29,3.57,2.58235025405884
2024-01-29,3.57,3.08358335494995
2024-01-29,3.44,3.34022998809814
2024-01-29,3.44,3.22915863990784
2024-01-29,3.71,2.81604814529419
2024-01-29,3.91,3.34022998809814
2024-01-29,3.91,3.59310936927795
2024-01-29,3.71,3.65397047996521
2024-01-29,3.71,3.79678511619568
2024-01-29,3.71,2.96557331085205
2024-01-29,3.91,3.44842481613159
2024-01-29,3.91,3.70243573188782
2024-01-29,3.71,3.74771595001221
2024-01-29,3.71,3.86405062675476
2024-01-29,3.91,3.12577152252197
2024-01-29,4.24,3.44875288009644
2024-01-29,4.24,3.67623448371887
2024-01-29,4.3,3.77600359916687
2024-01-29,4.3,3.92853713035583
2024-01-29,3.91,2.97532415390015
2024-01-29,4.24,3.40779376029968
2024-01-29,4.24,3.60513043403625
2024-01-29,4.3,3.81717967987061
2024-01-29,4.3,3.85205388069153
2024-01-30,3.8,2.74408864974976
2024-01-30,3.77,2.86490845680237
2024-01-30,3.77,2.92321014404297
2024-01-30,3.34,2.75705456733704
2024-01-30,3.34,2.69986438751221
2024-01-30,3.84,2.99257969856262
2024-01-30,3.83,2.91771864891052
2024-01-30,3.83,2.92047905921936
2024-01-30,3.37,2.93868446350098
2024-01-30,3.37,2.9762282371521
2024-01-30,3.84,2.90117335319519
2024-01-30,3.83,2.98322725296021
2024-01-30,3.83,2.58258152008057
2024-01-30,3.37,2.65460324287415
2024-01-30,3.37,2.65460324287415
2024-01-30,3.98,2.9641284942627
2024-01-30,3.84,2.67734241485596
2024-01-30,3.84,2.61314487457275
2024-01-30,2.99,3.35594010353088
2024-01-30,2.99,3.40289878845215
2024-01-30,3.98,2.96076965332031
2024-01-30,3.84,2.61948227882385
