"LAT","LON","YEAR","MO","DY","WS50M","QV2M","ALLSKY_SFC_UV_INDEX","Date","predicted_power_usage","date"
-33.75,18.75,2020,2,4,3.95,11.99,2.71,2020-02-04,2.84079349137787,2020-02-04
-33.75,19.25,2020,2,4,4.13,10.75,3.16,2020-02-04,2.5559039159197,2020-02-04
-33.75,19.75,2020,2,4,4.54,10.53,3.16,2020-02-04,2.49282169341828,2020-02-04
-33.75,20.25,2020,2,4,4.74,10.97,3.23,2020-02-04,2.58516110794548,2020-02-04
-33.75,20.75,2020,2,4,4.52,11.65,3.23,2020-02-04,2.74541307989467,2020-02-04
-33.25,18.75,2020,2,4,3.67,11.26,2.71,2020-02-04,2.68587562428385,2020-02-04
-33.25,19.25,2020,2,4,4.18,9.65,3.16,2020-02-04,2.30681639258052,2020-02-04
-33.25,19.75,2020,2,4,4.96,9.28,3.16,2020-02-04,2.19772392877259,2020-02-04
-33.25,20.25,2020,2,4,5.77,9.43,3.23,2020-02-04,2.20460325247005,2020-02-04
-33.25,20.75,2020,2,4,6.01,9.75,3.23,2020-02-04,2.26862389336553,2020-02-04
-32.75,18.75,2020,2,4,3.62,10.68,2.78,2020-02-04,2.55707092174597,2020-02-04
-32.75,19.25,2020,2,4,4.38,9.24,3.22,2020-02-04,2.20796033568183,2020-02-04
-32.75,19.75,2020,2,4,5.22,8.83,3.22,2020-02-04,2.08788073024941,2020-02-04
-32.75,20.25,2020,2,4,6.41,8.75,3.2,2020-02-04,2.0304233267956,2020-02-04
-32.75,20.75,2020,2,4,7.25,8.8,3.2,2020-02-04,2.0138142117819,2020-02-04
-32.25,18.75,2020,2,4,3.66,10.71,2.78,2020-02-04,2.5624925254247,2020-02-04
-32.25,19.25,2020,2,4,4.69,9.56,3.22,2020-02-04,2.26965965095644,2020-02-04
-32.25,19.75,2020,2,4,5.48,8.82,3.22,2020-02-04,2.07700930517022,2020-02-04
-32.25,20.25,2020,2,4,6.63,8.51,3.2,2020-02-04,1.96914312829041,2020-02-04
-32.25,20.75,2020,2,4,7.74,8.5,3.2,2020-02-04,1.93008417781487,2020-02-04
-34.25,18.75,2020,2,5,7.11,10.83,2.15,2020-02-05,2.47507663595844,2020-02-05
-34.25,19.25,2020,2,5,7.31,10.37,2.63,2020-02-05,2.36497378662293,2020-02-05
-34.25,19.75,2020,2,5,7.34,10.35,2.63,2020-02-05,2.35948021581068,2020-02-05
-34.25,20.25,2020,2,5,7.37,10.75,2.67,2020-02-05,2.4484597014677,2020-02-05
-34.25,20.75,2020,2,5,7.39,11.46,2.67,2020-02-05,2.60750091817883,2020-02-05
-33.75,18.75,2020,2,5,5.75,10.25,2.76,2020-02-05,2.38971388432553,2020-02-05
-33.75,19.25,2020,2,5,6.08,9.4,2.8,2020-02-05,2.18757502068693,2020-02-05
-33.75,19.75,2020,2,5,6.24,9.13,2.8,2020-02-05,2.12153645439469,2020-02-05
-33.75,20.25,2020,2,5,6.57,9.35,2.88,2020-02-05,2.16007894890398,2020-02-05
-33.75,20.75,2020,2,5,6.84,9.93,2.88,2020-02-05,2.28158805663339,2020-02-05
-33.25,18.75,2020,2,5,5.12,10.04,2.76,2020-02-05,2.36336928667878,2020-02-05
-33.25,19.25,2020,2,5,5.74,8.99,2.8,2020-02-05,2.10662633286357,2020-02-05
-33.25,19.75,2020,2,5,6.26,8.49,2.8,2020-02-05,1.97691427531175,2020-02-05
-33.25,20.25,2020,2,5,7.21,8.53,2.88,2020-02-05,1.95440800440645,2020-02-05
-33.25,20.75,2020,2,5,8.08,8.98,2.88,2020-02-05,2.02677837504977,2020-02-05
-32.75,18.75,2020,2,5,5.15,9.89,2.82,2020-02-05,2.32863405553081,2020-02-05
-32.75,19.25,2020,2,5,6.01,9.03,2.99,2020-02-05,2.10667008227536,2020-02-05
-32.75,19.75,2020,2,5,6.53,8.62,2.99,2020-02-05,1.99720225110981,2020-02-05
-32.75,20.25,2020,2,5,7.62,8.46,2.93,2020-02-05,1.92506615921549,2020-02-05
-32.75,20.75,2020,2,5,8.92,8.52,2.93,2020-02-05,1.89545197718053,2020-02-05
-32.25,18.75,2020,2,5,5.24,9.98,2.82,2020-02-05,2.34589372040453,2020-02-05
-32.25,19.25,2020,2,5,6.11,9.34,2.99,2020-02-05,2.17308401592523,2020-02-05
-32.25,19.75,2020,2,5,6.66,8.89,2.99,2020-02-05,2.05362389697271,2020-02-05
-32.25,20.25,2020,2,5,7.54,8.53,2.93,2020-02-05,1.94346461219375,2020-02-05
-32.25,20.75,2020,2,5,8.61,8.33,2.93,2020-02-05,1.86299432224165,2020-02-05
-34.25,18.75,2020,2,6,10.26,9.19,2.7,2020-02-06,2.00172219109139,2020-02-06
-34.25,19.25,2020,2,6,8.5,8.82,1.69,2020-02-06,1.9768606855267,2020-02-06
-34.25,19.75,2020,2,6,7.85,8.82,1.69,2020-02-06,1.99841585200626,2020-02-06
-34.25,20.25,2020,2,6,7.71,9.14,1.73,2020-02-06,2.07503797484365,2020-02-06
-34.25,20.75,2020,2,6,7.67,9.58,1.73,2020-02-06,2.17533622007099,2020-02-06
-33.75,18.75,2020,2,6,9.69,8.51,2.86,2020-02-06,1.86766803686353,2020-02-06
-33.75,19.25,2020,2,6,7.85,8.37,2.45,2020-02-06,1.89719472007491,2020-02-06
-33.75,19.75,2020,2,6,7.41,8.46,2.45,2020-02-06,1.93203013607812,2020-02-06
-33.75,20.25,2020,2,6,7.28,8.65,2.15,2020-02-06,1.97907898063393,2020-02-06
-33.75,20.75,2020,2,6,6.94,8.87,2.15,2020-02-06,2.03983987751447,2020-02-06
-33.25,18.75,2020,2,6,8.63,8.24,2.86,2020-02-06,1.8420868599637,2020-02-06
-33.25,19.25,2020,2,6,7.65,8.19,2.45,2020-02-06,1.86333862621915,2020-02-06
-33.25,19.75,2020,2,6,7.88,8.27,2.45,2020-02-06,1.87370628136375,2020-02-06
-33.25,20.25,2020,2,6,7.95,8.43,2.15,2020-02-06,1.90737469154069,2020-02-06
-33.25,20.75,2020,2,6,7.35,8.63,2.15,2020-02-06,1.97225893803833,2020-02-06
-32.75,18.75,2020,2,6,7.57,8.15,2.87,2020-02-06,1.85699413583642,2020-02-06
-32.75,19.25,2020,2,6,7.36,8.12,3.02,2020-02-06,1.85721003723696,2020-02-06
-32.75,19.75,2020,2,6,7.93,8.19,3.02,2020-02-06,1.85405332373565,2020-02-06
-32.75,20.25,2020,2,6,8.15,8.31,2.78,2020-02-06,1.87375003077554,2020-02-06
-32.75,20.75,2020,2,6,7.69,8.5,2.78,2020-02-06,1.93174226754406,2020-02-06
-32.25,18.75,2020,2,6,6.33,8.18,2.87,2020-02-06,1.9048628365826,2020-02-06
-32.25,19.25,2020,2,6,6,8.11,3.02,2020-02-06,1.90006071938376,2020-02-06
-32.25,19.75,2020,2,6,6.48,8.11,3.02,2020-02-06,1.88414305798347,2020-02-06
-32.25,20.25,2020,2,6,6.75,8.17,2.78,2020-02-06,1.88868552436998,2020-02-06
-32.25,20.75,2020,2,6,6.73,8.35,2.78,2020-02-06,1.9298372130342,2020-02-06
-34.25,18.75,2020,2,7,8.91,10.8,2.2,2020-02-07,2.40863733024524,2020-02-07
-34.25,19.25,2020,2,7,7.44,10.46,1.8,2020-02-07,2.38090697971329,2020-02-07
-34.25,19.75,2020,2,7,6.77,10.43,1.8,2020-02-07,2.39637730662244,2020-02-07
-34.25,20.25,2020,2,7,6.65,10.66,1.47,2020-02-07,2.45209196718187,2020-02-07
-34.25,20.75,2020,2,7,6.8,11.01,1.47,2020-02-07,2.525845245052,2020-02-07
-33.75,18.75,2020,2,7,6.86,9.61,1.93,2020-02-07,2.20894534914608,2020-02-07
-33.75,19.25,2020,2,7,5.38,9.37,1.75,2020-02-07,2.2040402014336,2020-02-07
-33.75,19.75,2020,2,7,4.97,9.42,1.75,2020-02-07,2.22888332964984,2020-02-07
-33.75,20.25,2020,2,7,4.94,9.66,1.75,2020-02-07,2.28386278718408,2020-02-07
-33.75,20.75,2020,2,7,4.83,9.97,1.75,2020-02-07,2.35724069769658,2020-02-07
-33.25,18.75,2020,2,7,5.16,8.82,1.93,2020-02-07,2.08762107943708,2020-02-07
-33.25,19.25,2020,2,7,4.54,8.58,1.75,2020-02-07,2.05419678838241,2020-02-07
-33.25,19.75,2020,2,7,4.86,8.64,1.75,2020-02-07,2.05708116503973,2020-02-07
-33.25,20.25,2020,2,7,5.24,8.9,1.75,2020-02-07,2.10296300376928,2020-02-07
-33.25,20.75,2020,2,7,5.18,9.24,1.75,2020-02-07,2.18143090001467,2020-02-07
-32.75,18.75,2020,2,7,4.59,8.36,1.96,2020-02-07,2.00305281193122,2020-02-07
-32.75,19.25,2020,2,7,4.67,8.19,2.3,2020-02-07,1.96216077407932,2020-02-07
-32.75,19.75,2020,2,7,5.32,8.28,2.3,2020-02-07,1.96084983398603,2020-02-07
-32.75,20.25,2020,2,7,5.97,8.44,2.63,2020-02-07,1.97528440330427,2020-02-07
-32.75,20.75,2020,2,7,6.12,8.67,2.63,2020-02-07,2.02204537932604,2020-02-07
-32.25,18.75,2020,2,7,4.34,8.27,1.96,2020-02-07,1.99109903419093,2020-02-07
-32.25,19.25,2020,2,7,4.91,8.03,2.3,2020-02-07,1.91821220758136,2020-02-07
-32.25,19.75,2020,2,7,5.51,8.06,2.3,2020-02-07,1.90506320629308,2020-02-07
-32.25,20.25,2020,2,7,6.04,8.18,2.63,2020-02-07,1.91447975701195,2020-02-07
-32.25,20.75,2020,2,7,6.22,8.39,2.63,2020-02-07,1.95574716222147,2020-02-07
-34.25,18.75,2020,2,8,6.65,11.2,2.76,2020-02-08,2.5735573254995,2020-02-08
-34.25,19.25,2020,2,8,5.57,10.59,2.65,2020-02-08,2.472161195921,2020-02-08
-34.25,19.75,2020,2,8,5.16,10.64,2.65,2020-02-08,2.49700432413723,2020-02-08
-34.25,20.25,2020,2,8,5,11.11,2.35,2020-02-08,2.60803006017674,2020-02-08
-34.25,20.75,2020,2,8,4.87,11.72,2.35,2020-02-08,2.74955196120183,2020-02-08
-33.75,18.75,2020,2,8,5.16,9.7,2.79,2020-02-08,2.28556462632507,2020-02-08
-33.75,19.25,2020,2,8,4.21,8.87,2.88,2020-02-08,2.13037157672865,2020-02-08
-33.75,19.75,2020,2,8,4.11,8.76,2.88,2020-02-08,2.10894481282605,2020-02-08
-33.75,20.25,2020,2,8,4.01,9.06,2.82,2020-02-08,2.17974174690535,2020-02-08
-33.75,20.75,2020,2,8,3.63,9.55,2.82,2020-02-08,2.30256179472806,2020-02-08
-33.25,18.75,2020,2,8,4.88,9.06,2.79,2020-02-08,2.15089098561731,2020-02-08
-33.25,19.25,2020,2,8,4.37,8.01,2.88,2020-02-08,1.93162085968196,2020-02-08
-33.25,19.75,2020,2,8,4.35,7.75,2.88,2020-02-08,1.87380077490219,2020-02-08
-33.25,20.25,2020,2,8,4.22,7.8,2.82,2020-02-08,1.88935860063492,2020-02-08
-33.25,20.75,2020,2,8,3.75,8.06,2.82,2020-02-08,1.96342796476083,2020-02-08
-32.75,18.75,2020,2,8,4.77,8.85,2.81,2020-02-08,2.10730225478691,2020-02-08
-32.75,19.25,2020,2,8,4.73,7.82,2.98,2020-02-08,1.87694480237184,2020-02-08
-32.75,19.75,2020,2,8,4.61,7.37,2.98,2020-02-08,1.77970308579056,2020-02-08
-32.75,20.25,2020,2,8,4.61,7.09,2.99,2020-02-08,1.71672104814438,2020-02-08
-32.75,20.75,2020,2,8,4.46,7.06,2.99,2020-02-08,1.71494724186988,2020-02-08
-32.25,18.75,2020,2,8,4.62,8.88,2.81,2020-02-08,2.1190245994366,2020-02-08
-32.25,19.25,2020,2,8,4.81,7.95,2.98,2020-02-08,1.90353351914085,2020-02-08
-32.25,19.75,2020,2,8,4.78,7.28,2.98,2020-02-08,1.75382135432501,2020-02-08
-32.25,20.25,2020,2,8,4.84,6.79,2.99,2020-02-08,1.64161308076917,2020-02-08
-32.25,20.75,2020,2,8,4.87,6.63,2.99,2020-02-08,1.60462849113383,2020-02-08
-34.25,18.75,2020,2,9,8.3,11.99,2.7,2020-02-09,2.6965396849377,2020-02-09
-34.25,19.25,2020,2,9,6.29,11.63,2.48,2020-02-09,2.68221798650635,2020-02-09
-34.25,19.75,2020,2,9,5.36,11.68,2.48,2020-02-09,2.72430524790624,2020-02-09
-34.25,20.25,2020,2,9,5,12.02,2.5,2020-02-09,2.81272168252682,2020-02-09
-34.25,20.75,2020,2,9,4.84,12.48,2.5,2020-02-09,2.92149806007897,2020-02-09
-33.75,18.75,2020,2,9,7.97,10.8,2.84,2020-02-09,2.43980941715415,2020-02-09
-33.75,19.25,2020,2,9,5.81,10.29,2.85,2020-02-09,2.39672161059994,2020-02-09
-33.75,19.75,2020,2,9,5.14,10.27,2.85,2020-02-09,2.41444129599646,2020-02-09
-33.75,20.25,2020,2,9,4.91,10.53,2.82,2020-02-09,2.48055182942222,2020-02-09
-33.75,20.75,2020,2,9,4.67,10.88,2.82,2020-02-09,2.56723820718009,2020-02-09
-33.25,18.75,2020,2,9,6.89,9.77,2.84,2020-02-09,2.24394023110638,2020-02-09
-33.25,19.25,2020,2,9,5.45,8.91,2.85,2020-02-09,2.09824838539401,2020-02-09
-33.25,19.75,2020,2,9,5.5,8.92,2.85,2020-02-09,2.09883965415218,2020-02-09
-33.25,20.25,2020,2,9,5.61,9.21,2.82,2020-02-09,2.16042325288148,2020-02-09
-33.25,20.75,2020,2,9,5.28,9.55,2.82,2020-02-09,2.24784483366454,2020-02-09
-32.75,18.75,2020,2,9,5.61,9.25,2.77,2020-02-09,2.16942068683094,2020-02-09
-32.75,19.25,2020,2,9,4.99,8.05,2.98,2020-02-09,1.92005798098937,2020-02-09
-32.75,19.75,2020,2,9,5.39,7.95,2.98,2020-02-09,1.88429967828216,2020-02-09
-32.75,20.25,2020,2,9,5.84,8.06,2.88,2020-02-09,1.89411981408038,2020-02-09
-32.75,20.75,2020,2,9,5.84,8.25,2.88,2020-02-09,1.93685762534028,2020-02-09
-32.25,18.75,2020,2,9,4.95,9.31,2.77,2020-02-09,2.20480362218052,2020-02-09
-32.25,19.25,2020,2,9,4.74,8.06,2.98,2020-02-09,1.93059778812272,2020-02-09
-32.25,19.75,2020,2,9,4.86,7.46,2.98,2020-02-09,1.79165686353084,2020-02-09
-32.25,20.25,2020,2,9,5.36,7.12,2.88,2020-02-09,1.69859777766851,2020-02-09
-32.25,20.75,2020,2,9,5.95,7.14,2.88,2020-02-09,1.68353103583871,2020-02-09
-34.25,18.75,2020,2,10,8.24,12.02,2.72,2020-02-10,2.70527746807482,2020-02-10
-34.25,19.25,2020,2,10,6.41,11.8,2.55,2020-02-10,2.71647766544146,2020-02-10
-34.25,19.75,2020,2,10,5.62,11.97,2.55,2020-02-10,2.78091457744795,2020-02-10
-34.25,20.25,2020,2,10,5.31,12.21,2.6,2020-02-10,2.8451793374657,2020-02-10
-34.25,20.75,2020,2,10,5.1,12.41,2.6,2020-02-10,2.8971304840756,2020-02-10
-33.75,18.75,2020,2,10,7.25,10.96,2.88,2020-02-10,2.49967564505241,2020-02-10
-33.75,19.25,2020,2,10,5.29,10.35,2.91,2020-02-10,2.42746189470778,2020-02-10
-33.75,19.75,2020,2,10,4.88,10.21,2.91,2020-02-10,2.40956721166411,2020-02-10
-33.75,20.25,2020,2,10,4.75,10.26,2.83,2020-02-10,2.42512503739684,2020-02-10
-33.75,20.75,2020,2,10,4.32,10.36,2.83,2020-02-10,2.46187819394157,2020-02-10
-33.25,18.75,2020,2,10,6.2,9.8,2.88,2020-02-10,2.2735699448314,2020-02-10
-33.25,19.25,2020,2,10,4.95,8.7,2.91,2020-02-10,2.06759275445135,2020-02-10
-33.25,19.75,2020,2,10,5.06,8.33,2.91,2020-02-10,1.98071869301467,2020-02-10
-33.25,20.25,2020,2,10,5.29,8.33,2.83,2020-02-10,1.97309148026036,2020-02-10
-33.25,20.75,2020,2,10,4.95,8.5,2.83,2020-02-10,2.02260558470408,2020-02-10
-32.75,18.75,2020,2,10,5.64,8.73,2.87,2020-02-10,2.05145919165052,2020-02-10
-32.75,19.25,2020,2,10,5.12,7.48,2.98,2020-02-10,1.78753351391374,2020-02-10
-32.75,19.75,2020,2,10,5.31,7.01,2.98,2020-02-10,1.67551292403671,2020-02-10
-32.75,20.25,2020,2,10,5.71,6.9,2.99,2020-02-10,1.63750526284213,2020-02-10
-32.75,20.75,2020,2,10,5.73,7.06,2.99,2020-02-10,1.67283176274827,2020-02-10
-32.25,18.75,2020,2,10,5.48,8.15,2.87,2020-02-10,1.92630228651687,2020-02-10
-32.25,19.25,2020,2,10,5.25,6.83,2.98,2020-02-10,1.6370141789392,2020-02-10
-32.25,19.75,2020,2,10,5.32,6.24,2.98,2020-02-10,1.50198070256388,2020-02-10
-32.25,20.25,2020,2,10,5.56,6.13,2.99,2020-02-10,1.46927892850274,2020-02-10
-32.25,20.75,2020,2,10,5.76,6.4,2.99,2020-02-10,1.52337924874476,2020-02-10
-34.25,18.75,2020,2,11,7.68,11.38,2.92,2020-02-11,2.57988912985058,2020-02-11
-34.25,19.25,2020,2,11,6.19,10.7,2.91,2020-02-11,2.47634382663994,2020-02-11
-34.25,19.75,2020,2,11,5.75,10.64,2.91,2020-02-11,2.4774388653327,2020-02-11
-34.25,20.25,2020,2,11,5.85,10.94,2.88,2020-02-11,2.54160344049521,2020-02-11
-34.25,20.75,2020,2,11,6.09,11.36,2.88,2020-02-11,2.62811766626433,2020-02-11
-33.75,18.75,2020,2,11,5.58,9.64,2.96,2020-02-11,2.25814052167563,2020-02-11
-33.75,19.25,2020,2,11,4.55,8.69,3.07,2020-02-11,2.07860811379757,2020-02-11
-33.75,19.75,2020,2,11,4.41,8.42,3.07,2020-02-11,2.02251808588051,2020-02-11
-33.75,20.25,2020,2,11,4.41,8.56,3.09,2020-02-11,2.0540091047036,2020-02-11
-33.75,20.75,2020,2,11,4.18,8.9,3.09,2020-02-11,2.13811450602826,2020-02-11
-33.25,18.75,2020,2,11,5.08,8.39,2.96,2020-02-11,1.99355160804717,2020-02-11
-33.25,19.25,2020,2,11,4.72,7.46,3.07,2020-02-11,1.79629951477259,2020-02-11
-33.25,19.75,2020,2,11,4.71,7.1,3.07,2020-02-11,1.71565422717335,2020-02-11
-33.25,20.25,2020,2,11,4.66,7.01,3.09,2020-02-11,1.69706809051628,2020-02-11
-33.25,20.75,2020,2,11,4.29,7.12,3.09,2020-02-11,1.73408089787333,2020-02-11
-32.75,18.75,2020,2,11,5.2,7.2,3.05,2020-02-11,1.72189853270085,2020-02-11
-32.75,19.25,2020,2,11,5.07,6.62,3.19,2020-02-11,1.59574677372968,2020-02-11
-32.75,19.75,2020,2,11,5.13,6.21,3.19,2020-02-11,1.50153336807274,2020-02-11
-32.75,20.25,2020,2,11,5.34,5.86,3.18,2020-02-11,1.41584184415239,2020-02-11
-32.75,20.75,2020,2,11,5.28,5.73,3.18,2020-02-11,1.38858989149171,2020-02-11
-32.25,18.75,2020,2,11,4.84,6.29,3.05,2020-02-11,1.529145156401,2020-02-11
-32.25,19.25,2020,2,11,5.32,5.7,3.19,2020-02-11,1.38051534424626,2020-02-11
-32.25,19.75,2020,2,11,5.57,5.26,3.19,2020-02-11,1.27325312215628,2020-02-11
-32.25,20.25,2020,2,11,5.84,5.02,3.18,2020-02-11,1.21031483392189,2020-02-11
-32.25,20.75,2020,2,11,5.88,5.03,3.18,2020-02-11,1.2112377206259,2020-02-11
-34.25,18.75,2020,2,12,6.52,11.35,2.7,2020-02-12,2.61160873610587,2020-02-12
-34.25,19.25,2020,2,12,5.29,10.74,2.88,2020-02-12,2.51518687571495,2020-02-12
-34.25,19.75,2020,2,12,4.89,10.66,2.88,2020-02-12,2.51045672564962,2020-02-12
-34.25,20.25,2020,2,12,4.86,10.88,2.84,2020-02-12,2.56093746620914,2020-02-12
-34.25,20.75,2020,2,12,4.95,11.21,2.84,2020-02-12,2.63218173477958,2020-02-12
-33.75,18.75,2020,2,12,4.1,9.16,2.92,2020-02-12,2.19925077026643,2020-02-12
-33.75,19.25,2020,2,12,3.83,8.08,3.02,2020-02-12,1.96527373816884,2020-02-12
-33.75,19.75,2020,2,12,4.17,7.89,3.02,2020-02-12,1.91126091675039,2020-02-12
-33.75,20.25,2020,2,12,4.33,8.04,3.04,2020-02-12,1.93969540692741,2020-02-12
-33.75,20.75,2020,2,12,4.12,8.26,3.04,2020-02-12,1.99614527051204,2020-02-12
-33.25,18.75,2020,2,12,4.04,7.81,2.92,2020-02-12,1.8975770821474,2020-02-12
-33.25,19.25,2020,2,12,4.3,6.69,3.02,2020-02-12,1.63702686497087,2020-02-12
-33.25,19.75,2020,2,12,4.9,6.45,3.02,2020-02-12,1.56314518452377,2020-02-12
-33.25,20.25,2020,2,12,5.37,6.47,3.04,2020-02-12,1.55205785804405,2020-02-12
-33.25,20.75,2020,2,12,5.38,6.55,3.04,2020-02-12,1.56972110799711,2020-02-12
-32.75,18.75,2020,2,12,4.33,7.26,2.94,2020-02-12,1.76424544491306,2020-02-12
-32.75,19.25,2020,2,12,4.89,6.24,3.06,2020-02-12,1.51624027423498,2020-02-12
-32.75,19.75,2020,2,12,5.6,5.8,3.06,2020-02-12,1.39372362663639,2020-02-12
-32.75,20.25,2020,2,12,6.24,5.59,3.05,2020-02-12,1.32526354986803,2020-02-12
-32.75,20.75,2020,2,12,6.44,5.57,3.05,2020-02-12,1.31413247397651,2020-02-12
-32.25,18.75,2020,2,12,4.35,7.45,2.94,2020-02-12,1.80632002028129,2020-02-12
-32.25,19.25,2020,2,12,5.75,6.1,3.06,2020-02-12,1.4562301120697,2020-02-12
-32.25,19.75,2020,2,12,6.74,5.44,3.06,2020-02-12,1.2749422752656,2020-02-12
-32.25,20.25,2020,2,12,7.25,5.18,3.05,2020-02-12,1.19954643935634,2020-02-12
-32.25,20.75,2020,2,12,7.17,5.23,3.05,2020-02-12,1.21344617535987,2020-02-12
-34.25,18.75,2020,2,13,3.88,11.84,2.8,2020-02-13,2.8093744396883,2020-02-13
-34.25,19.25,2020,2,13,4.02,11.01,2.76,2020-02-13,2.61803503399538,2020-02-13
-34.25,19.75,2020,2,13,4.19,10.77,2.76,2020-02-13,2.55841292521939,2020-02-13
-34.25,20.25,2020,2,13,4.35,11.18,2.7,2020-02-13,2.64533073606786,2020-02-13
-34.25,20.75,2020,2,13,4.47,11.99,2.7,2020-02-13,2.82354935819422,2020-02-13
-33.75,18.75,2020,2,13,4.21,10.86,2.59,2020-02-13,2.57799391571398,2020-02-13
-33.75,19.25,2020,2,13,4.2,9.18,2.96,2020-02-13,2.20043330778276,2020-02-13
-33.75,19.75,2020,2,13,4.44,8.59,2.96,2020-02-13,2.05976232632817,2020-02-13
-33.75,20.25,2020,2,13,4.85,8.75,3.02,2020-02-13,2.08215572634656,2020-02-13
-33.75,20.75,2020,2,13,5.18,9.28,3.02,2020-02-13,2.19042833396412,2020-02-13
-33.25,18.75,2020,2,13,4.58,10.38,2.59,2020-02-13,2.45775484432447,2020-02-13
-33.25,19.25,2020,2,13,4.54,8.37,2.96,2020-02-13,2.00696026014778,2020-02-13
-33.25,19.75,2020,2,13,4.88,7.56,2.96,2020-02-13,1.8134872125128,2020-02-13
-33.25,20.25,2020,2,13,5.64,7.38,3.02,2020-02-13,1.74779579585645,2020-02-13
-33.25,20.75,2020,2,13,6.31,7.46,3.02,2020-02-13,1.74357226138411,2020-02-13
-32.75,18.75,2020,2,13,4.69,10.01,2.17,2020-02-13,2.37088078288779,2020-02-13
-32.75,19.25,2020,2,13,4.97,8.42,2.98,2020-02-13,2.0039474809135,2020-02-13
-32.75,19.75,2020,2,13,5.3,7.42,2.98,2020-02-13,1.76806823996445,2020-02-13
-32.75,20.25,2020,2,13,6.04,6.77,3.08,2020-02-13,1.5973202102937,2020-02-13
-32.75,20.75,2020,2,13,6.89,6.43,3.08,2020-02-13,1.49265449632699,2020-02-13
-32.25,18.75,2020,2,13,4.7,9.92,2.17,2020-02-13,2.35030493855568,2020-02-13
-32.25,19.25,2020,2,13,5.26,8.62,2.98,2020-02-13,2.03931773023142,2020-02-13
-32.25,19.75,2020,2,13,5.57,7.33,2.98,2020-02-13,1.73887032904051,2020-02-13
-32.25,20.25,2020,2,13,6.04,6.28,3.08,2020-02-13,1.48710164441289,2020-02-13
-32.25,20.75,2020,2,13,6.7,5.68,3.08,2020-02-13,1.33025335074568,2020-02-13
-34.25,18.75,2020,2,14,5.2,11.14,2.46,2020-02-14,2.60814577672205,2020-02-14
-34.25,19.25,2020,2,14,4.2,10.87,2.17,2020-02-14,2.58057489214718,2020-02-14
-34.25,19.75,2020,2,14,3.9,10.8,2.17,2020-02-14,2.57477792111082,2020-02-14
-34.25,20.25,2020,2,14,3.85,11.08,2.45,2020-02-14,2.6394180484862,2020-02-14
-34.25,20.75,2020,2,14,3.84,11.62,2.45,2020-02-14,2.76121502474966,2020-02-14
-33.75,18.75,2020,2,14,5.05,10.44,2.82,2020-02-14,2.4556649517942,2020-02-14
-33.75,19.25,2020,2,14,4.09,9.66,3.05,2020-02-14,2.31205031258044,2020-02-14
-33.75,19.75,2020,2,14,3.98,9.41,3.05,2020-02-14,2.25946414780059,2020-02-14
-33.75,20.25,2020,2,14,3.97,9.61,3.09,2020-02-14,2.3047829354937,2020-02-14
-33.75,20.75,2020,2,14,3.83,10.1,3.09,2020-02-14,2.41964415261626,2020-02-14
-33.25,18.75,2020,2,14,4.64,9.74,2.82,2020-02-14,2.31180619345817,2020-02-14
-33.25,19.25,2020,2,14,4.28,8.64,3.05,2020-02-14,2.07631500589842,2020-02-14
-33.25,19.75,2020,2,14,4.5,8.36,3.05,2020-02-14,2.00603737344377,2020-02-14
-33.25,20.25,2020,2,14,4.76,8.46,3.09,2020-02-14,2.01990889172558,2020-02-14
-33.25,20.75,2020,2,14,4.69,8.72,3.09,2020-02-14,2.08071353801791,2020-02-14
-32.75,18.75,2020,2,14,4.14,9.22,2.88,2020-02-14,2.21142044940725,2020-02-14
-32.75,20.25,2020,2,14,5.04,7.55,3.13,2020-02-14,1.805931966892,2020-02-14
-32.75,20.75,2020,2,14,5.44,7.51,3.13,2020-02-14,1.78366981510897,2020-02-14
-32.25,18.75,2020,2,14,3.86,8.97,2.88,2020-02-14,2.16447178970667,2020-02-14
-32.25,20.25,2020,2,14,4.65,6.39,3.13,2020-02-14,1.55793948224558,2020-02-14
-32.25,20.75,2020,2,14,5.5,6.3,3.13,2020-02-14,1.50950773046295,2020-02-14
-34.25,18.75,2020,2,15,7.42,11.2,2.87,2020-02-15,2.54802274366986,2020-02-15
-34.25,19.25,2020,2,15,5.68,10.93,2.81,2020-02-15,2.54499158708712,2020-02-15
-34.25,19.75,2020,2,15,5.04,11.21,2.81,2020-02-15,2.62919717326702,2020-02-15
-34.25,20.25,2020,2,15,4.79,11.71,2.76,2020-02-15,2.74995554628118,2020-02-15
-34.25,20.75,2020,2,15,4.57,12.21,2.76,2020-02-15,2.86971906545782,2020-02-15
-33.75,18.75,2020,2,15,5.55,9.67,2.79,2020-02-15,2.26588345097524,2020-02-15
-33.75,19.25,2020,2,15,4.45,9.33,2.81,2020-02-15,2.22588323644722,2020-02-15
-33.75,19.75,2020,2,15,4.27,9.48,2.81,2020-02-15,2.26559273678279,2020-02-15
-33.75,20.25,2020,2,15,4.18,9.92,2.73,2020-02-15,2.36754907173933,2020-02-15
-33.75,20.75,2020,2,15,3.85,10.45,2.73,2020-02-15,2.4977084637823,2020-02-15
-33.25,18.75,2020,2,15,4.48,8.85,2.79,2020-02-15,2.11691917521626,2020-02-15
-33.25,19.25,2020,2,15,4.35,8.48,2.81,2020-02-15,2.03800394447973,2020-02-15
