"DateTime","Actual","Predicted"
2024-01-03,4.53,5.28873920440674
2024-01-03,5.01,5.29648065567017
2024-01-03,5.27,5.48353052139282
2024-01-03,5.07,5.48353052139282
2024-01-03,3.79,5.19817399978638
2024-01-03,4.26,5.22397661209106
2024-01-03,4.64,5.19896793365479
2024-01-03,5.16,5.19817399978638
2024-01-03,5.53,5.19817399978638
2024-01-03,3.47,5.18717479705811
2024-01-03,4.24,5.38077259063721
2024-01-03,4.59,5.39399099349976
2024-01-03,5.24,5.39399099349976
2024-01-03,6.02,5.38077259063721
2024-01-04,9.17,5.20419216156006
2024-01-04,8.69,4.96102905273438
2024-01-04,8.56,5.40780353546143
2024-01-04,8.69,5.47869873046875
2024-01-04,8.94,5.22654104232788
2024-01-04,5.24,4.87245559692383
2024-01-04,4.83,4.97310781478882
2024-01-04,4.95,5.04539728164673
2024-01-04,5.28,5.13496160507202
2024-01-04,5.48,5.20419216156006
2024-01-04,4.34,5.19156455993652
2024-01-04,3.87,5.11958074569702
2024-01-04,3.88,5.12886428833008
2024-01-04,4.2,4.97072982788086
2024-01-04,4.45,4.89414405822754
2024-01-04,4.32,5.27591180801392
2024-01-04,4.48,5.20899772644043
2024-01-04,4.56,5.2057671546936
2024-01-04,4.86,5.17996454238892
2024-01-04,5.08,5.22504234313965
2024-01-04,4.06,5.36774301528931
2024-01-04,4.51,5.41581392288208
2024-01-04,5.08,5.41581392288208
2024-01-04,5.67,5.41581392288208
2024-01-04,5.95,5.30198621749878
2024-01-05,7.77,5.61265563964844
2024-01-05,6.83,5.48718881607056
2024-01-05,5.24,5.4492301940918
2024-01-05,4.38,5.4872522354126
2024-01-05,4.51,5.56924772262573
2024-01-05,7.05,5.46918106079102
2024-01-05,5.96,5.63892984390259
2024-01-05,4.85,5.68700075149536
2024-01-05,4.33,5.65145254135132
2024-01-05,4.36,5.63892984390259
2024-01-05,6.48,5.43247509002686
2024-01-05,5.54,5.72742033004761
2024-01-05,5.27,5.89808511734009
2024-01-05,5.79,5.74865388870239
2024-01-05,6.36,5.74865388870239
2024-01-05,5.96,5.43247509002686
2024-01-05,5.65,5.72742033004761
2024-01-05,5.81,5.74865388870239
2024-01-05,6.78,5.82064580917358
2024-01-05,7.86,5.99010276794434
2024-01-05,5.6,5.43222999572754
2024-01-05,5.97,5.65967607498169
2024-01-05,6.22,5.74865388870239
2024-01-05,6.69,5.97119808197021
2024-01-05,7.37,6.122633934021
2024-01-06,7.02,5.62627267837524
2024-01-06,7.23,5.56771087646484
2024-01-06,7.28,5.40071868896484
2024-01-06,7.27,5.33933162689209
2024-01-06,7.18,5.33276557922363
2024-01-06,5.68,5.60506534576416
2024-01-06,5.81,5.37236928939819
2024-01-06,5.73,5.3887825012207
2024-01-06,5.75,5.36291074752808
2024-01-06,5.78,5.46206474304199
2024-01-06,5.12,5.38284301757812
2024-01-06,5.44,5.40553760528564
2024-01-06,5.44,5.56303596496582
2024-01-06,5.8,5.49306488037109
2024-01-06,6.26,5.54083824157715
2024-01-06,5.02,5.40071868896484
2024-01-06,5.6,5.3887825012207
2024-01-06,5.65,5.51607656478882
2024-01-06,6.2,5.53261470794678
2024-01-06,7.03,6.02415227890015
2024-01-06,5.01,5.43243360519409
2024-01-06,5.64,5.3887825012207
2024-01-06,5.67,5.49306488037109
2024-01-06,5.98,5.73617315292358
2024-01-06,6.66,6.18701267242432
2024-01-07,6.34,5.25920867919922
2024-01-07,5.2,5.16398191452026
2024-01-07,4.92,5.25920867919922
2024-01-07,5.04,5.29459142684937
2024-01-07,5.25,5.28525924682617
2024-01-07,6.51,5.17673826217651
2024-01-07,4.69,5.15998268127441
2024-01-07,4.46,5.15998268127441
2024-01-07,4.7,5.17673826217651
2024-01-07,4.78,5.23783445358276
2024-01-07,6.39,5.16398191452026
2024-01-07,4.63,5.17091274261475
2024-01-07,4.8,5.13411092758179
2024-01-07,5.18,5.13411092758179
2024-01-07,5.08,5.15677165985107
2024-01-07,6.08,5.15998268127441
2024-01-07,4.99,5.13411092758179
2024-01-07,5.1,5.11867523193359
2024-01-07,5.36,5.16785430908203
2024-01-07,5.29,5.16785430908203
2024-01-07,5.76,5.15998268127441
2024-01-07,5,5.16006135940552
2024-01-07,4.91,5.16785430908203
2024-01-07,5.13,5.21268033981323
2024-01-07,5.39,5.21190738677979
2024-01-08,8.22,5.2581262588501
2024-01-08,6.64,5.18027448654175
2024-01-08,5.95,5.18027448654175
2024-01-08,5.64,5.2581262588501
2024-01-08,5.39,5.31314849853516
2024-01-08,8.05,5.15440273284912
2024-01-08,6.07,5.13613033294678
2024-01-08,5.6,5.0893874168396
2024-01-08,5.48,5.17706346511841
2024-01-08,5.16,5.18027448654175
2024-01-08,6.97,5.18814611434937
2024-01-08,5.52,5.17668533325195
2024-01-08,5.72,5.18814611434937
2024-01-08,6.02,5.11480569839478
2024-01-08,5.69,5.13896703720093
2024-01-08,5.93,5.19998073577881
2024-01-08,5.23,5.19998073577881
2024-01-08,5.72,5.19998073577881
2024-01-08,6.13,5.19998073577881
2024-01-08,5.91,5.19998073577881
2024-01-08,5.55,5.19920778274536
2024-01-08,5.01,5.29586839675903
2024-01-08,5.19,5.29586839675903
2024-01-08,5.46,5.29586839675903
2024-01-08,5.54,5.29586839675903
2024-01-09,9.27,5.59091663360596
2024-01-09,7.52,5.59091663360596
2024-01-09,6.94,5.59091663360596
2024-01-09,6.82,5.56922817230225
2024-01-09,6.76,5.61957788467407
2024-01-09,7.55,5.37095928192139
2024-01-09,5.8,5.41466760635376
2024-01-09,5.47,5.36061763763428
2024-01-09,5.48,5.41466760635376
2024-01-09,5.35,5.30957221984863
2024-01-09,5.96,5.34142446517944
2024-01-09,5.12,5.25087308883667
2024-01-09,5.1,5.26607608795166
2024-01-09,5.22,5.26607608795166
2024-01-09,5.07,5.25087308883667
2024-01-09,5.2,5.27353382110596
2024-01-09,5.05,5.24306440353394
2024-01-09,5.21,5.29083776473999
2024-01-09,5.6,5.32823944091797
2024-01-09,5.77,5.32823944091797
2024-01-09,4.6,5.26607608795166
2024-01-09,4.82,5.32823944091797
2024-01-09,5.09,5.38117456436157
2024-01-09,5.7,5.42412710189819
2024-01-09,6.31,5.42412710189819
2024-01-10,11.13,5.8565502166748
2024-01-10,9.15,5.83534288406372
2024-01-10,8.43,5.8565502166748
2024-01-10,8.31,5.8565502166748
2024-01-10,8.37,6.03724145889282
2024-01-10,10.61,5.38697576522827
2024-01-10,8.28,5.42146968841553
2024-01-10,7.67,5.50970458984375
2024-01-10,7.56,5.6837739944458
2024-01-10,7.33,5.8565502166748
2024-01-10,9.14,5.43990898132324
2024-01-10,7.61,5.43990898132324
2024-01-10,7.58,5.34680700302124
2024-01-10,7.58,5.48182487487793
2024-01-10,7.04,5.42146968841553
2024-01-10,6.82,5.39785242080688
2024-01-10,6.23,5.45344734191895
2024-01-10,6.43,5.36426782608032
2024-01-10,6.69,5.2335638999939
2024-01-10,6.54,5.36426782608032
2024-01-10,4.8,5.36426782608032
2024-01-10,4.46,5.24094343185425
2024-01-10,4.4,5.23201560974121
2024-01-10,5.01,5.24321460723877
2024-01-10,5.92,5.23063039779663
2024-01-11,6.8,6.19779014587402
2024-01-11,6.08,6.23168182373047
2024-01-11,6.17,6.16645860671997
2024-01-11,6.59,5.65808391571045
2024-01-11,7.02,6.0633282661438
2024-01-11,5.18,5.61275720596313
2024-01-11,4.53,5.47814083099365
2024-01-11,4.63,5.61356258392334
2024-01-11,4.76,5.61356258392334
2024-01-11,4.7,5.62643003463745
2024-01-11,4.97,5.09857368469238
2024-01-11,4.73,5.06498908996582
2024-01-11,4.9,5.09857368469238
2024-01-11,4.94,5.15262365341187
2024-01-11,4.62,5.11960220336914
2024-01-11,4.89,5.00141572952271
2024-01-11,5.01,4.99820470809937
2024-01-11,5.25,4.97554397583008
2024-01-11,5.52,4.90806150436401
2024-01-11,5.49,4.90806150436401
2024-01-11,4.85,5.00141572952271
2024-01-11,4.85,4.99902725219727
2024-01-11,5.07,4.98805141448975
2024-01-11,5.55,4.98980903625488
2024-01-11,5.96,4.98980903625488
2024-01-12,4.71,6.04483556747437
2024-01-12,3.79,6.00170612335205
2024-01-12,3.84,6.04982089996338
2024-01-12,4.07,6.19727516174316
2024-01-12,4.12,6.5791220664978
2024-01-12,4.91,5.72439575195312
2024-01-12,3.68,5.70318841934204
2024-01-12,3.69,5.70318841934204
2024-01-12,4.06,5.72439575195312
2024-01-12,4.31,5.73726320266724
2024-01-12,4.55,5.28643083572388
2024-01-12,3.95,5.29874706268311
2024-01-12,4,5.31421709060669
2024-01-12,4.23,5.28073930740356
2024-01-12,4.43,5.28873491287231
2024-01-12,4.37,5.35279703140259
2024-01-12,4.4,5.24442768096924
2024-01-12,4.36,5.23028659820557
2024-01-12,4.49,5.23028659820557
2024-01-12,4.69,5.24442768096924
2024-01-12,4.61,5.29874706268311
2024-01-12,4.54,5.14014339447021
2024-01-12,4.42,5.22013330459595
2024-01-12,4.52,5.22189092636108
2024-01-12,4.8,5.19456624984741
2024-01-13,3.71,5.84382152557373
2024-01-13,3.42,5.45970821380615
2024-01-13,3.62,5.44684076309204
2024-01-13,3.9,5.45970821380615
2024-01-13,3.99,5.86543560028076
2024-01-13,4.66,5.44684076309204
2024-01-13,3.76,5.03008317947388
2024-01-13,3.74,5.09835958480835
2024-01-13,3.91,5.09835958480835
2024-01-13,3.93,5.06457710266113
2024-01-13,5.12,5.2022876739502
2024-01-13,4.4,5.05397129058838
2024-01-13,4.4,5.09064722061157
2024-01-13,4.46,5.05142784118652
2024-01-13,4.31,5.0655689239502
2024-01-13,5.36,5.04382705688477
2024-01-13,5.12,5.05463886260986
2024-01-13,4.95,5.03909730911255
2024-01-13,4.94,5.06307363510132
2024-01-13,4.9,5.05161285400391
2024-01-13,5.36,5.07733106613159
2024-01-13,5.2,5.02876710891724
2024-01-13,5.12,5.06307363510132
2024-01-13,5.26,5.07490825653076
2024-01-13,5.49,5.0359959602356
2024-01-14,3.73,5.28182983398438
2024-01-14,3.53,5.28182983398438
2024-01-14,3.9,5.22031259536743
2024-01-14,4.33,5.28182983398438
2024-01-14,4.59,5.28182983398438
2024-01-14,4.48,5.20572233200073
2024-01-14,3.62,5.26464223861694
2024-01-14,3.75,5.26064300537109
2024-01-14,4.1,5.2497501373291
2024-01-14,4.27,5.21753263473511
2024-01-14,5,5.21573448181152
2024-01-14,4.2,5.23690319061279
2024-01-14,4.21,5.185302734375
2024-01-14,4.34,5.18415307998657
2024-01-14,4.32,5.20389080047607
2024-01-14,5.33,5.26064300537109
2024-01-14,4.87,5.22090244293213
2024-01-14,4.61,5.21108484268188
2024-01-14,4.62,5.23466920852661
2024-01-14,4.75,5.24474620819092
2024-01-14,5.42,5.26064300537109
2024-01-14,4.96,5.22433042526245
2024-01-14,4.76,5.24474620819092
2024-01-14,4.91,5.22781467437744
2024-01-14,5.23,5.22780513763428
2024-01-15,3.43,6.09878540039062
2024-01-15,3.15,6.22197151184082
2024-01-15,3.28,6.24101877212524
2024-01-15,3.43,6.27415180206299
2024-01-15,3.46,6.22197151184082
2024-01-15,4.38,6.25902652740479
2024-01-15,3.66,6.0052547454834
2024-01-15,3.75,5.95829582214355
2024-01-15,3.9,5.95764589309692
2024-01-15,3.81,6.0052547454834
2024-01-15,4.78,6.25046634674072
2024-01-15,4.17,5.82068681716919
2024-01-15,4.3,5.79431819915771
2024-01-15,4.46,5.79431819915771
2024-01-15,4.35,5.81124973297119
2024-01-15,4.96,6.0052547454834
2024-01-15,4.61,5.81124973297119
2024-01-15,4.51,5.79431819915771
2024-01-15,4.66,5.78396940231323
2024-01-15,4.79,5.78396940231323
2024-01-15,5.03,6.23632526397705
2024-01-15,4.6,5.81124973297119
2024-01-15,4.42,5.78396940231323
2024-01-15,4.6,5.77379703521729
2024-01-15,4.98,5.77379703521729
2024-01-16,8.07,6.38062620162964
2024-01-16,6.25,6.15245723724365
2024-01-16,5.42,6.13958978652954
2024-01-16,5.03,6.13958978652954
2024-01-16,4.75,6.13958978652954
2024-01-16,7.7,6.14661979675293
2024-01-16,5.73,6.2697901725769
2024-01-16,5.25,6.40299987792969
2024-01-16,5.1,6.30684518814087
2024-01-16,4.8,6.30684518814087
2024-01-16,7.56,6.32197046279907
2024-01-16,5.94,6.22330570220947
2024-01-16,5.91,6.14374780654907
2024-01-16,5.92,5.91267728805542
2024-01-16,5.49,5.91267728805542
2024-01-16,7.48,6.24006128311157
2024-01-16,6.36,5.82946920394897
2024-01-16,6.3,5.85806035995483
2024-01-16,6.4,5.74333763122559
2024-01-16,6.22,5.73994874954224
2024-01-16,7.3,6.22330570220947
2024-01-16,6.37,5.85806035995483
2024-01-16,6.22,5.75002574920654
2024-01-16,6.43,5.69408226013184
2024-01-16,6.66,5.69408226013184
2024-01-17,10.52,6.2237982749939
2024-01-17,8.88,6.15574884414673
2024-01-17,8.11,6.15574884414673
2024-01-17,7.79,5.87252950668335
2024-01-17,7.55,6.54107761383057
2024-01-17,9.47,5.83021116256714
2024-01-17,8.07,5.8501148223877
2024-01-17,7.53,5.8501148223877
2024-01-17,7.1,5.81596851348877
2024-01-17,6.46,5.86720609664917
2024-01-17,8.1,5.48055124282837
2024-01-17,8.08,5.48055124282837
2024-01-17,8.16,5.48055124282837
2024-01-17,8.02,5.54676151275635
2024-01-17,7.37,5.54596757888794
2024-01-17,7.62,5.34747934341431
2024-01-17,8.59,5.43843793869019
2024-01-17,8.88,5.43843793869019
2024-01-17,9.11,5.36214256286621
2024-01-17,9.03,5.43843793869019
2024-01-17,7.82,5.25780916213989
2024-01-17,8.65,5.25780916213989
2024-01-17,8.72,5.25779962539673
2024-01-17,9.05,5.25779962539673
2024-01-17,9.66,5.25780916213989
2024-01-18,10.52,6.33520555496216
2024-01-18,9.44,6.23443460464478
2024-01-18,8.95,6.23443460464478
2024-01-18,8.84,6.19268321990967
2024-01-18,8.87,6.33520555496216
2024-01-18,7.81,5.79386377334595
2024-01-18,7.19,5.72299003601074
2024-01-18,7.15,5.76074886322021
2024-01-18,7.09,5.80800485610962
2024-01-18,6.74,5.87342119216919
2024-01-18,6.46,5.46721982955933
2024-01-18,6.46,5.46721982955933
2024-01-18,6.86,5.56884145736694
2024-01-18,7.26,5.55876445770264
2024-01-18,7.15,5.65169429779053
2024-01-18,6.39,5.35270595550537
2024-01-18,6.37,5.35270595550537
2024-01-18,6.77,5.35270595550537
2024-01-18,7.68,5.39789199829102
2024-01-18,8.34,5.35270595550537
2024-01-18,6.7,5.2917160987854
2024-01-18,6.55,5.2917160987854
2024-01-18,6.77,5.2917160987854
2024-01-18,7.54,5.2917160987854
2024-01-18,8.36,5.2917160987854
2024-01-19,7.94,6.23009347915649
2024-01-19,7.21,6.23610782623291
2024-01-19,7.1,6.19302654266357
2024-01-19,7.41,6.25296783447266
2024-01-19,7.85,6.17914915084839
2024-01-19,5.23,5.7333779335022
2024-01-19,4.67,5.64241933822632
2024-01-19,4.69,5.66377067565918
2024-01-19,4.86,5.66377067565918
2024-01-19,4.85,5.63419580459595
2024-01-19,5.02,5.43472146987915
2024-01-19,4.49,5.45486068725586
2024-01-19,4.54,5.43831634521484
2024-01-19,4.76,5.37373161315918
2024-01-19,4.78,5.37373161315918
2024-01-19,5.46,5.37373161315918
2024-01-19,4.82,5.37373161315918
2024-01-19,4.81,5.37373161315918
2024-01-19,5.11,5.44485712051392
2024-01-19,5.23,5.44982576370239
2024-01-19,5.91,5.37373161315918
2024-01-19,5.18,5.37373161315918
2024-01-19,4.72,5.51004076004028
2024-01-19,4.67,5.46800518035889
2024-01-19,4.61,5.44982576370239
2024-01-20,4.63,5.98391056060791
2024-01-20,5.42,5.67220544815063
2024-01-20,5.29,5.68770360946655
2024-01-20,5.04,5.51388597488403
2024-01-20,5,5.62126111984253
2024-01-20,4.67,5.79971027374268
2024-01-20,4.75,6.15496063232422
2024-01-20,4.69,5.96386432647705
2024-01-20,4.8,5.9662880897522
2024-01-20,5.05,5.96386432647705
2024-01-20,4.43,6.28445339202881
2024-01-20,4.3,5.96439790725708
2024-01-20,4.5,5.70380973815918
2024-01-20,4.96,5.70380973815918
2024-01-20,5.39,5.70380973815918
2024-01-20,4.21,6.16820621490479
2024-01-20,4.52,5.8972339630127
2024-01-20,4.92,5.70380973815918
2024-01-20,5.58,5.70380973815918
2024-01-20,6.2,5.70380973815918
2024-01-20,4.27,6.28445339202881
2024-01-20,4.8,5.78061199188232
2024-01-20,5.26,5.70380973815918
2024-01-20,5.93,5.70380973815918
2024-01-20,6.6,5.70380973815918
2024-01-21,7.02,6.59002685546875
2024-01-21,6.3,6.09459209442139
2024-01-21,6.37,6.56468152999878
2024-01-21,6.66,6.63373327255249
2024-01-21,6.88,6.91115474700928
2024-01-21,6.26,6.11237716674805
2024-01-21,5.51,5.4231538772583
2024-01-21,5.6,4.97846269607544
2024-01-21,5.89,5.01069450378418
2024-01-21,6.01,4.92241525650024
2024-01-21,5.61,5.62974452972412
2024-01-21,5.17,5.07632064819336
2024-01-21,5.36,5.09619569778442
2024-01-21,5.78,5.09230852127075
2024-01-21,5.98,5.08473491668701
2024-01-21,5.02,5.01355123519897
2024-01-21,5.15,5.06483268737793
2024-01-21,5.39,5.10238552093506
2024-01-21,5.76,5.06395530700684
2024-01-21,5.97,5.04381608963013
2024-01-21,4.52,4.97846269607544
2024-01-21,4.87,5.09619569778442
2024-01-21,5.02,5.06395530700684
2024-01-21,5.31,5.01568269729614
2024-01-21,5.69,5.01568269729614
2024-01-22,13.51,5.52841091156006
2024-01-22,11.33,5.58736085891724
2024-01-22,10.4,5.46522951126099
2024-01-22,10.12,5.67182016372681
2024-01-22,10.04,5.7073655128479
2024-01-22,12.18,5.02458620071411
2024-01-22,9.87,5.02458620071411
2024-01-22,9.14,5.02458620071411
2024-01-22,8.83,5.00468254089355
2024-01-22,8.39,5.21656894683838
2024-01-22,10.04,5.02053833007812
2024-01-22,9.07,5.02053833007812
2024-01-22,9.03,5.02053833007812
2024-01-22,8.94,5.16748809814453
2024-01-22,8.25,5.05562686920166
2024-01-22,7.66,5.15404462814331
2024-01-22,8.22,5.1180362701416
2024-01-22,8.57,5.1180362701416
2024-01-22,8.72,5.1180362701416
2024-01-22,8.43,5.1180362701416
2024-01-22,5.53,5.10690832138062
2024-01-22,6.56,5.10805797576904
2024-01-22,6.77,5.11545562744141
2024-01-22,6.96,5.10844707489014
2024-01-22,7.41,5.10805797576904
2024-01-23,12.5,5.36198043823242
2024-01-23,10.91,5.34152460098267
2024-01-23,10.24,5.37256526947021
2024-01-23,10.14,5.34152460098267
2024-01-23,10.19,5.36198043823242
2024-01-23,8.46,5.56120300292969
2024-01-23,7.2,5.56120300292969
2024-01-23,6.97,5.56120300292969
2024-01-23,7.03,5.56120300292969
2024-01-23,6.89,5.50393962860107
2024-01-23,6.29,5.66359901428223
2024-01-23,5.65,5.61937618255615
2024-01-23,5.81,5.6222128868103
2024-01-23,6.04,5.6222128868103
2024-01-23,5.95,5.62106323242188
2024-01-23,6.09,5.76411581039429
2024-01-23,5.82,5.76411581039429
2024-01-23,6,5.75265502929688
2024-01-23,6.37,5.67825984954834
2024-01-23,6.42,5.67825984954834
2024-01-23,6.27,5.76411581039429
2024-01-23,6.43,5.65876197814941
2024-01-23,6.44,5.68833684921265
2024-01-23,6.54,5.73898553848267
2024-01-23,6.44,5.73898553848267
2024-01-24,9.24,5.20572328567505
2024-01-24,8.29,5.15345096588135
2024-01-24,7.96,5.16208600997925
2024-01-24,7.99,5.43984127044678
2024-01-24,8.09,5.81565713882446
2024-01-24,5.03,5.998619556427
2024-01-24,4.65,6.06527185440063
2024-01-24,4.83,6.06527185440063
2024-01-24,4.97,6.05734920501709
2024-01-24,4.77,5.36084413528442
2024-01-24,4.16,6.15444135665894
2024-01-24,4.19,6.15815019607544
2024-01-24,4.57,6.15815019607544
2024-01-24,4.8,6.15815019607544
2024-01-24,4.56,6.09371614456177
2024-01-24,4.3,6.28818893432617
2024-01-24,4.83,6.28818893432617
2024-01-24,5.29,6.28639459609985
2024-01-24,5.66,6.27677869796753
2024-01-24,5.58,6.28639459609985
2024-01-24,4.05,6.28639459609985
2024-01-24,5.2,6.2974910736084
2024-01-24,5.89,6.16861724853516
2024-01-24,6.39,6.16861724853516
2024-01-24,6.47,6.16861724853516
2024-01-25,4.83,5.60309839248657
2024-01-25,4.74,5.69702196121216
2024-01-25,4.56,5.59452819824219
2024-01-25,4.32,5.59251356124878
2024-01-25,4.07,5.97622346878052
2024-01-25,4.2,5.78933477401733
2024-01-25,4.44,5.89144802093506
2024-01-25,4.51,5.88708400726318
2024-01-25,4.39,5.88955783843994
2024-01-25,4.08,5.77898931503296
2024-01-25,4.18,5.70825815200806
2024-01-25,4.38,5.4770655632019
2024-01-25,4.65,5.39458990097046
2024-01-25,5.19,5.50267267227173
2024-01-25,5.62,5.4770655632019
2024-01-25,4.02,5.4770655632019
2024-01-25,4.39,5.46810388565063
2024-01-25,4.6,5.39580726623535
2024-01-25,5.42,5.26488637924194
2024-01-25,6.5,5.26977252960205
2024-01-25,3.74,5.60593938827515
2024-01-25,4.41,5.31871604919434
2024-01-25,4.64,5.27989101409912
2024-01-25,5.41,5.45045709609985
2024-01-25,6.58,4.9435248374939
2024-01-26,3.94,5.82315826416016
2024-01-26,4.04,5.61161184310913
2024-01-26,4.23,5.5962986946106
2024-01-26,4.37,5.61161184310913
2024-01-26,4.48,5.86791944503784
2024-01-26,3.59,5.58710813522339
2024-01-26,3.86,5.7754077911377
2024-01-26,4.37,5.61636304855347
2024-01-26,4.89,5.7573390007019
2024-01-26,5.17,5.76615571975708
2024-01-26,3.4,5.84636545181274
2024-01-26,3.95,5.59951496124268
2024-01-26,4.61,5.36286926269531
2024-01-26,5.61,5.40641355514526
2024-01-26,6.51,5.47206449508667
2024-01-26,3.44,5.76533079147339
2024-01-26,4.56,5.52742385864258
2024-01-26,5.23,5.5608925819397
2024-01-26,6.35,5.29172372817993
2024-01-26,7.63,5.301842212677
2024-01-26,3.43,5.76684713363647
2024-01-26,4.98,5.67388725280762
2024-01-26,5.77,5.39855003356934
2024-01-26,6.56,5.47206449508667
2024-01-26,7.4,5.25494766235352
2024-01-27,5.71,5.70990800857544
2024-01-27,5.54,5.89510631561279
2024-01-27,5.68,5.80524158477783
2024-01-27,5.82,6.73390674591064
2024-01-27,5.85,5.67105197906494
2024-01-27,3.97,5.56461954116821
2024-01-27,3.96,5.59895372390747
2024-01-27,4.2,5.62999439239502
2024-01-27,4.24,5.62999439239502
2024-01-27,4.01,5.55598449707031
2024-01-27,4.23,5.60409641265869
2024-01-27,4.49,5.78033638000488
2024-01-27,4.71,5.78215026855469
2024-01-27,4.81,5.79605102539062
2024-01-27,4.5,5.79605102539062
2024-01-27,4.41,5.62999439239502
2024-01-27,5.08,5.86013841629028
2024-01-27,5.43,5.78215026855469
2024-01-27,5.9,5.80027294158936
2024-01-27,6.15,5.80278778076172
2024-01-27,4.38,5.56461954116821
2024-01-27,5.6,5.64443302154541
2024-01-27,6.12,5.56991767883301
2024-01-27,6.42,5.86013841629028
2024-01-27,6.58,5.78033638000488
2024-01-28,6.39,6.24279403686523
2024-01-28,6.65,6.13663387298584
2024-01-28,6.62,6.12440061569214
2024-01-28,6.52,6.02993488311768
2024-01-28,6.41,6.29957151412964
2024-01-28,5.23,6.05039072036743
2024-01-28,5.51,6.04677963256836
2024-01-28,5.81,6.06533098220825
2024-01-28,6.11,6.05537223815918
2024-01-28,6.17,6.06533098220825
2024-01-28,4.43,6.06432390213013
2024-01-28,4.81,6.06533098220825
2024-01-28,5.29,5.97527647018433
2024-01-28,6.1,5.89618301391602
2024-01-28,6.74,5.89618301391602
2024-01-28,3.99,6.04677963256836
2024-01-28,4.71,5.98971271514893
2024-01-28,5.17,5.89375925064087
2024-01-28,6.11,5.77616357803345
2024-01-28,7.2,5.40023136138916
2024-01-28,3.6,6.04677963256836
2024-01-28,4.68,5.98792791366577
2024-01-28,5.24,5.89375925064087
2024-01-28,5.93,5.77616357803345
2024-01-28,6.79,5.30846786499023
2024-01-29,10.8,6.24174308776855
2024-01-29,10.25,6.04992532730103
2024-01-29,9.51,6.14781379699707
2024-01-29,8.85,6.01682233810425
2024-01-29,8.2,6.14781379699707
2024-01-29,9.57,6.07038116455078
2024-01-29,9.28,6.15794992446899
2024-01-29,9.32,6.14911365509033
2024-01-29,9.55,6.07956743240356
2024-01-29,9.51,6.23939037322998
2024-01-29,8.67,6.05506801605225
2024-01-29,8.7,6.20960521697998
2024-01-29,9.15,6.07956743240356
2024-01-29,10.26,5.89764022827148
2024-01-29,11.06,5.5217080116272
2024-01-29,7.96,6.09846115112305
2024-01-29,8.34,6.20707035064697
2024-01-29,8.77,6.07956743240356
2024-01-29,10.16,5.68984460830688
2024-01-29,11.77,5.28488302230835
2024-01-29,7.18,6.05506801605225
2024-01-29,7.95,6.48274421691895
2024-01-29,8.44,6.13646221160889
2024-01-29,9.35,5.68984460830688
2024-01-29,10.57,5.33680295944214
2024-01-30,4.25,5.84967803955078
2024-01-30,4.25,6.42897129058838
2024-01-30,4.42,6.42897129058838
2024-01-30,4.7,6.42897129058838
2024-01-30,4.96,5.75981330871582
2024-01-30,3.47,6.19859552383423
2024-01-30,2.89,5.85559844970703
2024-01-30,2.89,5.5817084312439
2024-01-30,2.99,5.64834260940552
2024-01-30,3.01,5.71434164047241
2024-01-30,3.23,5.85559844970703
